epoch,loss,lr,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,0.6823912858963013,0.01,0.6823912858963013,0.8260697722434998,30844116.0,30844116.0,5553.748046875
1,0.37658366560935974,0.01,0.37658366560935974,0.6136641502380371,522.5408325195312,522.5408325195312,22.85915184020996
2,0.287813276052475,0.01,0.287813276052475,0.5364823341369629,3.9165356159210205,3.9165356159210205,1.9790239334106445
3,0.24252015352249146,0.01,0.24252015352249146,0.4924633502960205,0.5358834266662598,0.5358834266662598,0.7320405840873718
4,0.22503745555877686,0.01,0.22503745555877686,0.47438111901283264,0.5999247431755066,0.5999247431755066,0.7745481133460999
5,0.23517629504203796,0.01,0.23517629504203796,0.4849497973918915,0.6976481080055237,0.6976481080055237,0.8352532982826233
6,0.21524041891098022,0.01,0.21524041891098022,0.4639401137828827,0.591555655002594,0.591555655002594,0.7691265344619751
7,0.21667104959487915,0.01,0.21667104959487915,0.46547937393188477,0.746496319770813,0.746496319770813,0.8640002012252808
8,0.21315088868141174,0.01,0.21315088868141174,0.46168267726898193,7.9388604164123535,7.9388604164123535,2.817598342895508
9,0.21570239961147308,0.01,0.21570239961147308,0.46443772315979004,0.6162165403366089,0.6162165403366089,0.7849946022033691
10,0.21752287447452545,0.01,0.21752287447452545,0.46639347076416016,0.9758559465408325,0.9758559465408325,0.9878542423248291
11,0.21037429571151733,0.01,0.21037429571151733,0.45866578817367554,0.48083963990211487,0.48083963990211487,0.6934260129928589
12,0.22262349724769592,0.01,0.22262349724769592,0.47182995080947876,2.412410259246826,2.412410259246826,1.5531935691833496
13,0.21624866127967834,0.01,0.21624866127967834,0.4650254547595978,0.4461069703102112,0.4461069703102112,0.6679124236106873
14,0.20928369462490082,0.01,0.20928369462490082,0.45747533440589905,0.5469759702682495,0.5469759702682495,0.7395782470703125
15,0.2014249563217163,0.01,0.2014249563217163,0.44880393147468567,0.5881417989730835,0.5881417989730835,0.7669040560722351
16,0.20149444043636322,0.01,0.20149444043636322,0.4488813281059265,43.52210235595703,43.52210235595703,6.597128391265869
17,0.2058766931295395,0.01,0.2058766931295395,0.4537363648414612,4.8922624588012695,4.8922624588012695,2.211845874786377
18,0.20806168019771576,0.01,0.20806168019771576,0.4561377763748169,0.5779323577880859,0.5779323577880859,0.760218620300293
19,0.2021343857049942,0.01,0.2021343857049942,0.44959357380867004,1.9163020849227905,1.9163020849227905,1.3843055963516235
20,0.21218231320381165,0.01,0.21218231320381165,0.4606325030326843,0.7649021148681641,0.7649021148681641,0.874586820602417
21,0.2020733803510666,0.01,0.2020733803510666,0.44952571392059326,0.5783311128616333,0.5783311128616333,0.7604808211326599
22,0.19729670882225037,0.01,0.19729670882225037,0.4441809356212616,29.159282684326172,29.159282684326172,5.399933815002441
23,0.22213420271873474,0.01,0.22213420271873474,0.47131115198135376,0.7258570194244385,0.7258570194244385,0.8519724011421204
24,0.208496555685997,0.01,0.208496555685997,0.456614226102829,0.590155303478241,0.590155303478241,0.7682156562805176
25,0.19597910344600677,0.01,0.19597910344600677,0.4426952600479126,6.4743547439575195,6.4743547439575195,2.5444753170013428
26,0.20041120052337646,0.01,0.20041120052337646,0.44767308235168457,0.6593945622444153,0.6593945622444153,0.8120311498641968
27,0.19569329917430878,0.01,0.19569329917430878,0.4423723518848419,4.310583591461182,4.310583591461182,2.0761945247650146
28,0.1950594186782837,0.01,0.1950594186782837,0.44165530800819397,0.6272234320640564,0.6272234320640564,0.7919743657112122
29,0.18878138065338135,0.01,0.18878138065338135,0.43448978662490845,9.457368850708008,9.457368850708008,3.0752835273742676
30,0.195259690284729,0.01,0.195259690284729,0.4418819844722748,0.7873757481575012,0.7873757481575012,0.8873419761657715
31,0.18403878808021545,0.01,0.18403878808021545,0.4289974272251129,0.8670160174369812,0.8670160174369812,0.931136965751648
32,0.18686538934707642,0.01,0.18686538934707642,0.4322792887687683,5.297049522399902,5.297049522399902,2.301532030105591
33,0.20134301483631134,0.01,0.20134301483631134,0.44871261715888977,0.6944665908813477,0.6944665908813477,0.8333466053009033
34,0.1878417432308197,0.01,0.1878417432308197,0.43340712785720825,0.6224440336227417,0.6224440336227417,0.7889512181282043
0,0.2013484388589859,0.01,0.2013484388589859,0.4487186670303345,14.762863159179688,14.762863159179688,3.842247247695923
0,0.1909717321395874,0.01,0.1909717321395874,0.43700313568115234,0.5941933393478394,0.5941933393478394,0.7708393931388855
1,0.19293728470802307,0.01,0.19293728470802307,0.439246267080307,0.914746105670929,0.914746105670929,0.9564235806465149
2,0.18685592710971832,0.01,0.18685592710971832,0.432268351316452,2.1284308433532715,2.1284308433532715,1.4589142799377441
3,0.18621082603931427,0.01,0.18621082603931427,0.43152153491973877,2.618069887161255,2.618069887161255,1.6180450916290283
4,0.18529270589351654,0.01,0.18529270589351654,0.43045639991760254,0.45215219259262085,0.45215219259262085,0.6724226474761963
5,0.18660792708396912,0.01,0.18660792708396912,0.4319813847541809,83.15167236328125,83.15167236328125,9.118753433227539
6,0.1879333257675171,0.01,0.1879333257675171,0.43351277709007263,1.2403061389923096,1.2403061389923096,1.1136903762817383
7,0.183949276804924,0.01,0.183949276804924,0.4288930892944336,0.6060753464698792,0.6060753464698792,0.7785084247589111
8,0.18669790029525757,0.01,0.18669790029525757,0.4320855140686035,0.6524627804756165,0.6524627804756165,0.8077516555786133
9,0.17633000016212463,0.01,0.17633000016212463,0.41991665959358215,0.5404651165008545,0.5404651165008545,0.7351633310317993
10,0.18327569961547852,0.01,0.18327569961547852,0.4281071126461029,0.643293559551239,0.643293559551239,0.802055835723877
11,0.1805862933397293,0.01,0.1805862933397293,0.42495447397232056,0.6017650961875916,0.6017650961875916,0.7757351994514465
12,0.18213778734207153,0.01,0.18213778734207153,0.42677605152130127,0.43929463624954224,0.43929463624954224,0.6627930402755737
13,0.18187765777111053,0.01,0.18187765777111053,0.42647117376327515,0.5550983548164368,0.5550983548164368,0.745049238204956
14,0.17736592888832092,0.01,0.17736592888832092,0.4211483597755432,0.4652690887451172,0.4652690887451172,0.6821063756942749
15,0.17702220380306244,0.01,0.17702220380306244,0.4207400679588318,0.5546313524246216,0.5546313524246216,0.7447357773780823
16,0.178331658244133,0.01,0.178331658244133,0.4222933351993561,152.50161743164062,152.50161743164062,12.349154472351074
17,0.19182370603084564,0.01,0.19182370603084564,0.4379768371582031,9.957438468933105,9.957438468933105,3.155540943145752
18,0.19268320500850677,0.01,0.19268320500850677,0.43895694613456726,0.44968968629837036,0.44968968629837036,0.670589029788971
19,0.1993449330329895,0.01,0.1993449330329895,0.4464806020259857,11.810847282409668,11.810847282409668,3.4366912841796875
20,0.19297513365745544,0.01,0.19297513365745544,0.4392893612384796,9.08480167388916,9.08480167388916,3.0141005516052246
21,0.1842973381280899,0.01,0.1842973381280899,0.42929866909980774,0.6254507899284363,0.6254507899284363,0.7908544540405273
22,0.18366357684135437,0.01,0.18366357684135437,0.42855989933013916,0.8321347236633301,0.8321347236633301,0.9122141599655151
23,0.1860801726579666,0.01,0.1860801726579666,0.4313701093196869,0.24089007079601288,0.24089007079601288,0.4908055365085602
24,0.19092682003974915,0.01,0.19092682003974915,0.43695172667503357,0.6702238917350769,0.6702238917350769,0.8186720013618469
25,0.18596038222312927,0.01,0.18596038222312927,0.43123123049736023,13.709281921386719,13.709281921386719,3.7026047706604004
26,0.18632473051548004,0.01,0.18632473051548004,0.4316534698009491,0.49145063757896423,0.49145063757896423,0.7010353803634644
27,0.18953962624073029,0.01,0.18953962624073029,0.43536147475242615,24.562007904052734,24.562007904052734,4.956007480621338
28,0.18793174624443054,0.01,0.18793174624443054,0.433510959148407,0.43128880858421326,0.43128880858421326,0.6567258238792419
29,0.18245302140712738,0.01,0.18245302140712738,0.42714521288871765,0.4788849353790283,0.4788849353790283,0.6920151114463806
30,0.18978086113929749,0.01,0.18978086113929749,0.4356384575366974,0.551237940788269,0.551237940788269,0.7424539923667908
31,0.18456463515758514,0.01,0.18456463515758514,0.42960986495018005,0.6057063341140747,0.6057063341140747,0.7782713770866394
32,0.1859055459499359,0.01,0.1859055459499359,0.4311676621437073,0.5106250643730164,0.5106250643730164,0.7145803570747375
33,0.1902855485677719,0.01,0.1902855485677719,0.4362173080444336,1.0921660661697388,1.0921660661697388,1.045067548751831
34,0.18333733081817627,0.01,0.18333733081817627,0.4281790852546692,15.368745803833008,15.368745803833008,3.9202992916107178
35,0.18534284830093384,0.01,0.18534284830093384,0.4305146336555481,0.22579284012317657,0.22579284012317657,0.4751766324043274
36,0.18258312344551086,0.01,0.18258312344551086,0.4272974729537964,0.6674680113792419,0.6674680113792419,0.816987156867981
37,0.17141664028167725,0.01,0.17141664028167725,0.4140249192714691,0.600595235824585,0.600595235824585,0.7749807834625244
38,0.17624126374721527,0.01,0.17624126374721527,0.4198109805583954,0.6156185865402222,0.6156185865402222,0.7846136689186096
39,0.17925798892974854,0.01,0.17925798892974854,0.42338868975639343,0.6716060042381287,0.6716060042381287,0.8195157051086426
40,0.1681174337863922,0.01,0.1681174337863922,0.41002124547958374,0.44576582312583923,0.44576582312583923,0.6676569581031799
0,0.4753037393093109,0.001,0.4753037393093109,0.6894227862358093,1.6597951650619507,1.6597951650619507,1.2883304357528687
0,0.725839376449585,0.01,0.725839376449585,0.8519620895385742,123639324672.0,123639324672.0,351623.84375
1,0.3502402901649475,0.01,0.3502402901649475,0.5918110013008118,1235492.875,1235492.875,1111.5272216796875
2,0.2746167480945587,0.01,0.2746167480945587,0.5240388512611389,1227.932373046875,1227.932373046875,35.041866302490234
3,0.26608729362487793,0.01,0.26608729362487793,0.5158364772796631,12.682966232299805,12.682966232299805,3.5613152980804443
4,0.24584804475307465,0.01,0.24584804475307465,0.4958306550979614,0.6065801978111267,0.6065801978111267,0.7788326144218445
5,0.23408125340938568,0.01,0.23408125340938568,0.48381945490837097,0.8884377479553223,0.8884377479553223,0.9425697326660156
6,0.22960971295833588,0.01,0.22960971295833588,0.4791760742664337,0.4760940968990326,0.4760940968990326,0.6899957060813904
7,0.22149738669395447,0.01,0.22149738669395447,0.4706350862979889,0.6299222707748413,0.6299222707748413,0.7936764359474182
8,0.22606711089611053,0.01,0.22606711089611053,0.47546514868736267,0.5287152528762817,0.5287152528762817,0.7271280884742737
9,0.22643539309501648,0.01,0.22643539309501648,0.47585228085517883,0.6584264636039734,0.6584264636039734,0.811434805393219
10,0.2264212667942047,0.01,0.2264212667942047,0.47583743929862976,0.5034106969833374,0.5034106969833374,0.7095143795013428
11,0.21861332654953003,0.01,0.21861332654953003,0.4675610363483429,1.6646664142608643,1.6646664142608643,1.2902195453643799
12,0.2290544956922531,0.01,0.2290544956922531,0.47859638929367065,3.414562225341797,3.414562225341797,1.847853422164917
13,0.21224567294120789,0.01,0.21224567294120789,0.4607012867927551,0.7887119650840759,0.7887119650840759,0.8880945444107056
14,0.21795259416103363,0.01,0.21795259416103363,0.46685394644737244,1.247625470161438,1.247625470161438,1.1169716119766235
15,0.2229675054550171,0.01,0.2229675054550171,0.4721943438053131,0.9706866145133972,0.9706866145133972,0.9852343201637268
16,0.21698804199695587,0.01,0.21698804199695587,0.46581974625587463,0.9115480184555054,0.9115480184555054,0.9547502398490906
17,0.21883624792099,0.01,0.21883624792099,0.4677993655204773,1.160587191581726,1.160587191581726,1.077305555343628
18,0.20801012217998505,0.01,0.20801012217998505,0.4560812711715698,0.45999249815940857,0.45999249815940857,0.6782274842262268
19,0.1988159716129303,0.01,0.1988159716129303,0.44588783383369446,0.4742792546749115,0.4742792546749115,0.6886793375015259
20,0.20664380490779877,0.01,0.20664380490779877,0.4545809030532837,0.6838005185127258,0.6838005185127258,0.8269222974777222
21,0.22559042274951935,0.01,0.22559042274951935,0.47496360540390015,1.235166072845459,1.235166072845459,1.1113802194595337
22,0.2237173616886139,0.01,0.2237173616886139,0.47298771142959595,0.6866819262504578,0.6866819262504578,0.8286627531051636
23,0.19953346252441406,0.01,0.19953346252441406,0.44669169187545776,0.6286909580230713,0.6286909580230713,0.7929003238677979
24,0.20744198560714722,0.01,0.20744198560714722,0.45545798540115356,0.6526111960411072,0.6526111960411072,0.8078435659408569
25,0.19621394574642181,0.01,0.19621394574642181,0.4429604411125183,1.7558265924453735,1.7558265924453735,1.3250761032104492
26,0.2096196711063385,0.01,0.2096196711063385,0.4578424096107483,2.781560182571411,2.781560182571411,1.667801022529602
27,0.2014361172914505,0.01,0.2014361172914505,0.44881635904312134,0.4262816309928894,0.4262816309928894,0.6529024839401245
28,0.2061111330986023,0.01,0.2061111330986023,0.45399463176727295,0.49010008573532104,0.49010008573532104,0.7000715136528015
29,0.20908157527446747,0.01,0.20908157527446747,0.4572543799877167,2.6783394813537598,2.6783394813537598,1.6365633010864258
30,0.21282552182674408,0.01,0.21282552182674408,0.4613301753997803,0.3142983019351959,0.3142983019351959,0.5606231093406677
31,0.19988898932933807,0.01,0.19988898932933807,0.44708946347236633,0.5892502665519714,0.5892502665519714,0.7676264047622681
32,0.21504196524620056,0.01,0.21504196524620056,0.4637261629104614,0.7034738063812256,0.7034738063812256,0.838733434677124
33,0.20657455921173096,0.01,0.20657455921173096,0.45450472831726074,2.7064437866210938,2.7064437866210938,1.645127296447754
34,0.19535133242607117,0.01,0.19535133242607117,0.4419856667518616,0.6039536595344543,0.6039536595344543,0.7771445512771606
35,0.19235311448574066,0.01,0.19235311448574066,0.43858078122138977,0.6820106506347656,0.6820106506347656,0.8258393406867981
36,0.21213573217391968,0.01,0.21213573217391968,0.4605819582939148,1.629669189453125,1.629669189453125,1.2765849828720093
37,0.19716985523700714,0.01,0.19716985523700714,0.44403812289237976,0.9979740381240845,0.9979740381240845,0.9989864826202393
38,0.1895904541015625,0.01,0.1895904541015625,0.43541985750198364,1.0509710311889648,1.0509710311889648,1.025168776512146
39,0.187807098031044,0.01,0.187807098031044,0.43336716294288635,0.6525863409042358,0.6525863409042358,0.8078281879425049
40,0.19318298995494843,0.01,0.19318298995494843,0.43952587246894836,0.5808220505714417,0.5808220505714417,0.7621168494224548
0,0.19629663228988647,0.01,0.19629663228988647,0.4430537521839142,0.4442240297794342,0.4442240297794342,0.6665013432502747
1,0.20110920071601868,0.01,0.20110920071601868,0.4484519958496094,0.39290064573287964,0.39290064573287964,0.6268178820610046
2,0.19702820479869843,0.01,0.19702820479869843,0.4438785910606384,0.9796846508979797,0.9796846508979797,0.9897902011871338
3,0.1937606930732727,0.01,0.1937606930732727,0.44018256664276123,0.7535893321037292,0.7535893321037292,0.8680952191352844
4,0.18845857679843903,0.01,0.18845857679843903,0.4341181516647339,3.2161247730255127,3.2161247730255127,1.7933557033538818
5,0.18357354402542114,0.01,0.18357354402542114,0.42845484614372253,0.48701900243759155,0.48701900243759155,0.6978674530982971
6,0.19340665638446808,0.01,0.19340665638446808,0.43978023529052734,1.0011943578720093,1.0011943578720093,1.0005970001220703
7,0.18981342017650604,0.01,0.18981342017650604,0.43567582964897156,0.3546917736530304,0.3546917736530304,0.5955600738525391
8,0.18744759261608124,0.01,0.18744759261608124,0.4329521954059601,0.43890857696533203,0.43890857696533203,0.6625017523765564
9,0.18099741637706757,0.01,0.18099741637706757,0.42543789744377136,0.45373767614364624,0.45373767614364624,0.6736005544662476
10,0.18622268736362457,0.01,0.18622268736362457,0.4315352737903595,0.5704101324081421,0.5704101324081421,0.7552549839019775
11,0.18051555752754211,0.01,0.18051555752754211,0.4248712360858917,0.40199708938598633,0.40199708938598633,0.6340324282646179
12,0.18588364124298096,0.01,0.18588364124298096,0.43114224076271057,161.9120635986328,161.9120635986328,12.724467277526855
13,0.1783960461616516,0.01,0.1783960461616516,0.4223695695400238,4.518468856811523,4.518468856811523,2.125669002532959
14,0.178094744682312,0.01,0.178094744682312,0.42201271653175354,1.2532870769500732,1.2532870769500732,1.1195030212402344
15,0.18383663892745972,0.01,0.18383663892745972,0.428761750459671,0.38124850392341614,0.38124850392341614,0.6174532175064087
16,0.19316701591014862,0.01,0.19316701591014862,0.43950769305229187,0.4532974660396576,0.4532974660396576,0.6732736825942993
17,0.18681463599205017,0.01,0.18681463599205017,0.43222057819366455,0.8905315399169922,0.8905315399169922,0.9436798095703125
18,0.18629197776317596,0.01,0.18629197776317596,0.43161553144454956,2.223717212677002,2.223717212677002,1.491213321685791
19,0.18638454377651215,0.01,0.18638454377651215,0.4317227602005005,45.55650329589844,45.55650329589844,6.749555587768555
20,0.18097791075706482,0.01,0.18097791075706482,0.4254149794578552,7.473330020904541,7.473330020904541,2.733739137649536
21,0.18837200105190277,0.01,0.18837200105190277,0.43401843309402466,0.37129947543144226,0.37129947543144226,0.6093434691429138
22,0.19470857083797455,0.01,0.19470857083797455,0.44125795364379883,0.26897308230400085,0.26897308230400085,0.5186261534690857
23,0.18351846933364868,0.01,0.18351846933364868,0.4283905625343323,0.5896471738815308,0.5896471738815308,0.7678848505020142
24,0.18877017498016357,0.01,0.18877017498016357,0.43447691202163696,0.42726269364356995,0.42726269364356995,0.6536533236503601
25,0.19216080009937286,0.01,0.19216080009937286,0.4383614957332611,0.4272262156009674,0.4272262156009674,0.6536254286766052
26,0.17402343451976776,0.01,0.17402343451976776,0.41716116666793823,0.5243946313858032,0.5243946313858032,0.7241509556770325
27,0.18361492455005646,0.01,0.18361492455005646,0.4285031259059906,0.3013150095939636,0.3013150095939636,0.5489217042922974
28,0.17814083397388458,0.01,0.17814083397388458,0.4220673441886902,3.6067206859588623,3.6067206859588623,1.8991367816925049
29,0.17476341128349304,0.01,0.17476341128349304,0.41804713010787964,11.54609489440918,11.54609489440918,3.3979544639587402
30,0.1822405606508255,0.01,0.1822405606508255,0.42689642310142517,4.745748996734619,4.745748996734619,2.178473949432373
31,0.17430704832077026,0.01,0.17430704832077026,0.41750094294548035,1.15269136428833,1.15269136428833,1.0736346244812012
32,0.17937491834163666,0.01,0.17937491834163666,0.4235267639160156,3.9234046936035156,3.9234046936035156,1.9807586669921875
33,0.1787244975566864,0.01,0.1787244975566864,0.42275819182395935,2.259350299835205,2.259350299835205,1.5031135082244873
34,0.18089506030082703,0.01,0.18089506030082703,0.42531758546829224,2.096177577972412,2.096177577972412,1.4478181600570679
35,0.1766911745071411,0.01,0.1766911745071411,0.4203464984893799,0.34746530652046204,0.34746530652046204,0.5894618630409241
36,0.1851458102464676,0.01,0.1851458102464676,0.4302857220172882,1.5534032583236694,1.5534032583236694,1.2463560104370117
37,0.1832786351442337,0.01,0.1832786351442337,0.4281105399131775,1.6566126346588135,1.6566126346588135,1.2870945930480957
38,0.17872600257396698,0.01,0.17872600257396698,0.4227599799633026,0.8820573091506958,0.8820573091506958,0.9391790628433228
39,0.17682771384716034,0.01,0.17682771384716034,0.42050886154174805,0.8467526435852051,0.8467526435852051,0.9201916456222534
40,0.1356702595949173,0.01,0.1356702595949173,0.36833444237709045,0.48586803674697876,0.48586803674697876,0.6970423460006714
0,0.6083497405052185,1e-04,0.6083497405052185,0.9927281141281128,0.9927281141281128
1,0.4644264280796051,1e-04,0.4644264280796051,0.7883519530296326,0.7883519530296326
2,0.44291868805885315,1e-04,0.44291868805885315,0.5133923888206482,0.5133923888206482
3,0.42066678404808044,1e-04,0.42066678404808044,0.47557148337364197,0.47557148337364197
4,0.35200491547584534,1e-04,0.35200491547584534,0.4765540063381195,0.4765540063381195
5,0.3435308039188385,1e-04,0.3435308039188385,0.5410320162773132,0.5410320162773132
6,0.322285532951355,1e-04,0.322285532951355,0.583932638168335,0.583932638168335
7,0.31821826100349426,1e-04,0.31821826100349426,0.6262543201446533,0.6262543201446533
8,0.3233647644519806,1e-04,0.3233647644519806,0.4922012388706207,0.4922012388706207
9,0.3057927191257477,1e-04,0.3057927191257477,1.101771593093872,1.101771593093872
10,0.3036676347255707,1e-04,0.3036676347255707,0.9987798929214478,0.9987798929214478
11,0.29155421257019043,1e-04,0.29155421257019043,1.8576953411102295,1.8576953411102295
12,0.26836535334587097,1e-04,0.26836535334587097,0.4174734055995941,0.4174734055995941
13,0.2947983741760254,1e-04,0.2947983741760254,1.0353211164474487,1.0353211164474487
14,0.2681734561920166,1e-04,0.2681734561920166,1.215798258781433,1.215798258781433
15,0.3009049892425537,1e-04,0.3009049892425537,0.7427363991737366,0.7427363991737366
16,0.2753858268260956,1e-04,0.2753858268260956,0.751478374004364,0.751478374004364
17,0.28085455298423767,1e-04,0.28085455298423767,0.8817973136901855,0.8817973136901855
18,0.2917099893093109,1e-04,0.2917099893093109,0.2484588921070099,0.2484588921070099
19,0.2813880443572998,1e-04,0.2813880443572998,0.5220462083816528,0.5220462083816528
20,0.2754555642604828,1e-04,0.2754555642604828,0.5664717555046082,0.5664717555046082
21,0.2869696617126465,1e-04,0.2869696617126465,0.623311460018158,0.623311460018158
22,0.2547158896923065,1e-04,0.2547158896923065,0.3943737745285034,0.3943737745285034
23,0.25779563188552856,1e-04,0.25779563188552856,0.5520573854446411,0.5520573854446411
24,0.25156277418136597,1e-04,0.25156277418136597,0.48433971405029297,0.48433971405029297
25,0.2612358033657074,1e-04,0.2612358033657074,0.23013439774513245,0.23013439774513245
26,0.24664422869682312,1e-04,0.24664422869682312,0.4346138834953308,0.4346138834953308
27,0.2636524736881256,1e-04,0.2636524736881256,0.24760127067565918,0.24760127067565918
28,0.2356092631816864,1e-04,0.2356092631816864,0.4484885632991791,0.4484885632991791
29,0.2201150357723236,1e-04,0.2201150357723236,0.3465285003185272,0.3465285003185272
30,0.22306932508945465,1e-04,0.22306932508945465,0.2562793493270874,0.2562793493270874
31,0.2174517661333084,1e-04,0.2174517661333084,0.27454179525375366,0.27454179525375366
32,0.228170245885849,1e-04,0.228170245885849,0.3689810633659363,0.3689810633659363
33,0.23687990009784698,1e-04,0.23687990009784698,1.2228057384490967,1.2228057384490967
34,0.232410728931427,1e-04,0.232410728931427,0.2955898344516754,0.2955898344516754
35,0.21575616300106049,1e-04,0.21575616300106049,0.29726940393447876,0.29726940393447876
36,0.22300811111927032,1e-04,0.22300811111927032,1.8553485870361328,1.8553485870361328
37,0.21250320971012115,1e-04,0.21250320971012115,0.4040183424949646,0.4040183424949646
38,0.19588908553123474,1e-04,0.19588908553123474,0.5164541006088257,0.5164541006088257
39,0.1918857991695404,1e-04,0.1918857991695404,0.25168758630752563,0.25168758630752563
40,0.18922491371631622,1e-04,0.18922491371631622,0.26753273606300354,0.26753273606300354
0,0.6885454058647156,1e-05,0.6885454058647156,4.720396518707275,4.720396518707275
1,0.6017948389053345,1e-05,0.6017948389053345,3.5839123725891113,3.5839123725891113
2,0.5910672545433044,1e-05,0.5910672545433044,2.3755249977111816,2.3755249977111816
3,0.5351442694664001,1e-05,0.5351442694664001,1.135390281677246,1.135390281677246
4,0.5387120246887207,1e-05,0.5387120246887207,0.501145601272583,0.501145601272583
5,0.4754186272621155,1e-05,0.4754186272621155,0.3571983277797699,0.3571983277797699
6,0.4742877185344696,1e-05,0.4742877185344696,0.37967026233673096,0.37967026233673096
7,0.4647609293460846,1e-05,0.4647609293460846,0.48375755548477173,0.48375755548477173
8,0.42401447892189026,1e-05,0.42401447892189026,0.5133788585662842,0.5133788585662842
9,0.42177191376686096,1e-05,0.42177191376686096,0.3567294478416443,0.3567294478416443
10,0.4152628183364868,1e-05,0.4152628183364868,0.28751906752586365,0.28751906752586365
11,0.3943711519241333,1e-05,0.3943711519241333,0.24444249272346497,0.24444249272346497
12,0.40418946743011475,1e-05,0.40418946743011475,0.2521679401397705,0.2521679401397705
13,0.4045347273349762,1e-05,0.4045347273349762,0.2179327756166458,0.2179327756166458
14,0.38631144165992737,1e-05,0.38631144165992737,0.20609202980995178,0.20609202980995178
15,0.35977113246917725,1e-05,0.35977113246917725,0.22276818752288818,0.22276818752288818
16,0.35170406103134155,1e-05,0.35170406103134155,0.1928676813840866,0.1928676813840866
17,0.3469722867012024,1e-05,0.3469722867012024,0.30509477853775024,0.30509477853775024
18,0.35861626267433167,1e-05,0.35861626267433167,0.17221304774284363,0.17221304774284363
19,0.32620349526405334,1e-05,0.32620349526405334,0.2198374718427658,0.2198374718427658
20,0.32543155550956726,1e-05,0.32543155550956726,0.19380752742290497,0.19380752742290497
21,0.30399060249328613,1e-05,0.30399060249328613,0.2448609173297882,0.2448609173297882
22,0.33674922585487366,1e-05,0.33674922585487366,0.31291744112968445,0.31291744112968445
23,0.3186500668525696,1e-05,0.3186500668525696,0.32966047525405884,0.32966047525405884
24,0.31407544016838074,1e-05,0.31407544016838074,0.24980387091636658,0.24980387091636658
25,0.31516528129577637,1e-05,0.31516528129577637,0.28071051836013794,0.28071051836013794
26,0.3244399130344391,1e-05,0.3244399130344391,0.20094160735607147,0.20094160735607147
27,0.30557823181152344,1e-05,0.30557823181152344,0.31513357162475586,0.31513357162475586
28,0.29595839977264404,1e-05,0.29595839977264404,0.2186429798603058,0.2186429798603058
29,0.30941250920295715,1e-05,0.30941250920295715,0.2253963053226471,0.2253963053226471
30,0.3008783459663391,1e-05,0.3008783459663391,0.21201404929161072,0.21201404929161072
31,0.29903876781463623,1e-05,0.29903876781463623,0.3249174654483795,0.3249174654483795
32,0.2936141788959503,1e-05,0.2936141788959503,0.30797848105430603,0.30797848105430603
33,0.3042817711830139,1e-05,0.3042817711830139,0.3209407925605774,0.3209407925605774
34,0.2824443280696869,1e-05,0.2824443280696869,0.3602679669857025,0.3602679669857025
35,0.28112301230430603,1e-05,0.28112301230430603,0.3820231556892395,0.3820231556892395
36,0.28151100873947144,1e-05,0.28151100873947144,0.25743332505226135,0.25743332505226135
37,0.2753196358680725,1e-05,0.2753196358680725,0.18663544952869415,0.18663544952869415
38,0.28751152753829956,1e-05,0.28751152753829956,0.1707935333251953,0.1707935333251953
39,0.27318626642227173,1e-05,0.27318626642227173,0.19479820132255554,0.19479820132255554
40,0.3062498867511749,1e-05,0.3062498867511749,0.1913040429353714,0.1913040429353714
